1.0 0.5621511876363467
1.5 0.6765551779282252
2.0 0.7934126492619721
2.5 0.9112055097782428
3.0 1.0294380135384773
3.5 1.1479142454826308
4.0 1.2665388051471553
4.5 1.3852617644794287
5.0 1.5040518733288064
5.5 1.622890060931012
6.0 1.7417644852098053
6.5 1.8606662644438732
7.0 1.9795892876272496
7.5 2.098529468960805
8.0 2.2174833715690405
8.5 2.336448461927661
9.0 2.455422990683919
9.5 2.5744053536566995
10.0 2.6933943146295807
10.5 2.8123890118400645
11.0 2.931388595746258
11.5 3.09141403995247
12.0 3.3653549615664153
12.5 3.6741097021579057
13.0 3.994389310968136
13.5 4.3196924918258945
14.0 4.647608263890171
14.5 4.977043884522071
15.0 5.30744071340129
