1.0 1.1449651942999968
1.5 1.1475313535226022
2.0 1.195114173306047
2.5 1.432395477324645
3.0 1.5726424779767523
3.5 1.6472720401197625
4.0 1.7720236595964192
4.5 1.873521782128588
5.0 1.95852233399586
5.5 2.0952532445574104
6.0 2.2054016276675728
6.5 2.438664939026015
7.0 2.56782859820832
7.5 2.570725937141507
8.0 2.6898708802834657
8.5 2.8220716737042375
9.0 2.899222008889699
9.5 3.0195593609762845
10.0 3.2686083330449525
10.5 3.3519709356943843
11.0 3.512000119470902
11.5 3.518644144688813
12.0 3.772273604415934
12.5 4.255308609834099
13.0 4.490863999083748
13.5 4.914196469745587
14.0 5.070716459512167
14.5 5.409515652204716
15.0 5.741824911410746
